Borough,Collision ID,Contributing Factor 1,Crash Date,Crash Time,Latitude,Location,Longitude,Number of Cyclists Injured,Number of Cyclists Killed,Number of Motorists Injured,Number of Motorists Killed,Number of Pedestrians Injured,number_of_pedestrians_killed,Number of Persons Killed,Number of Persons Killed,Vehicle 1 Code,Zip Code
BRONX,4360067,Alcohol Involvement,2020-10-17T00:00:00.000,2020-12-14 00:07:00,40.90355,"{'latitude': '40.90355', 'longitude': '-73.854836'}",-73.854836,0,0,0,0,0,0,0,0,Sedan,10470.0
BROOKLYN,4363274,Unspecified,2020-10-30T00:00:00.000,2020-12-14 21:15:00,40.645363,"{'latitude': '40.645363', 'longitude': '-73.90395'}",-73.90395,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11236.0
BRONX,4360817,Reaction to Uninvolved Vehicle,2020-10-19T00:00:00.000,2020-12-14 18:30:00,40.89084,"{'latitude': '40.89084', 'longitude': '-73.862175'}",-73.862175,0,0,0,0,0,0,0,0,Ambulance,10466.0
BROOKLYN,4359591,Failure to Yield Right-of-Way,2020-10-20T00:00:00.000,2020-12-14 10:27:00,40.61652,"{'latitude': '40.61652', 'longitude': '-73.98586'}",-73.98586,0,0,0,0,0,0,0,0,Sedan,11204.0
BROOKLYN,4371891,Alcohol Involvement,2020-11-26T00:00:00.000,2020-12-14 20:50:00,40.615234,"{'latitude': '40.615234', 'longitude': '-73.93003'}",-73.93003,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11234.0
BRONX,4366382,Unspecified,2020-11-10T00:00:00.000,2020-12-14 21:53:00,40.818954,"{'latitude': '40.818954', 'longitude': '-73.91404'}",-73.91404,0,0,0,0,0,0,0,0,4 dr sedan,10455.0
BROOKLYN,4360430,Driver Inattention/Distraction,2020-10-23T00:00:00.000,2020-12-14 09:50:00,40.72051,"{'latitude': '40.72051', 'longitude': '-73.94396'}",-73.94396,0,0,0,0,0,0,0,0,Box Truck,11222.0
BRONX,4364412,Driver Inattention/Distraction,2020-11-04T00:00:00.000,2020-12-14 11:35:00,40.83263,"{'latitude': '40.83263', 'longitude': '-73.89137'}",-73.89137,0,0,0,0,1,0,1,0,Sedan,10460.0
BROOKLYN,4371705,Driver Inattention/Distraction,2020-11-29T00:00:00.000,2020-12-14 17:30:00,40.631805,"{'latitude': '40.631805', 'longitude': '-73.988304'}",-73.988304,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11219.0
MANHATTAN,4367069,Driver Inattention/Distraction,2020-11-07T00:00:00.000,2020-12-14 08:20:00,40.712597,"{'latitude': '40.712597', 'longitude': '-73.99889'}",-73.99889,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,10038.0
BROOKLYN,4371204,Traffic Control Disregarded,2020-11-27T00:00:00.000,2020-12-14 16:30:00,40.602573,"{'latitude': '40.602573', 'longitude': '-73.94332'}",-73.94332,0,0,3,0,0,0,3,0,Station Wagon/Sport Utility Vehicle,11229.0
BROOKLYN,4359708,Failure to Yield Right-of-Way,2020-10-20T00:00:00.000,2020-12-14 14:05:00,40.683464,"{'latitude': '40.683464', 'longitude': '-73.97569'}",-73.97569,0,0,0,0,0,0,0,0,Tractor Truck Diesel,11217.0
BROOKLYN,4373752,Driver Inattention/Distraction,2020-12-04T00:00:00.000,2020-12-14 23:40:00,40.64315,"{'latitude': '40.64315', 'longitude': '-73.97548'}",-73.97548,0,0,3,0,0,0,3,0,Station Wagon/Sport Utility Vehicle,11218.0
QUEENS,4366656,Driver Inattention/Distraction,2020-11-11T00:00:00.000,2020-12-14 08:52:00,40.71991,"{'latitude': '40.71991', 'longitude': '-73.809044'}",-73.809044,0,0,0,0,0,0,0,0,Pick-up Truck,11367.0
BROOKLYN,4358877,Failure to Yield Right-of-Way,2020-10-17T00:00:00.000,2020-12-14 18:45:00,40.656693,"{'latitude': '40.656693', 'longitude': '-73.89464'}",-73.89464,1,0,0,0,0,0,1,0,Sedan,11207.0
QUEENS,4363281,Aggressive Driving/Road Rage,2020-10-31T00:00:00.000,2020-12-14 06:05:00,40.70741,"{'latitude': '40.70741', 'longitude': '-73.78102'}",-73.78102,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11433.0
QUEENS,4362547,Driver Inattention/Distraction,2020-10-28T00:00:00.000,2020-12-14 15:30:00,40.672623,"{'latitude': '40.672623', 'longitude': '-73.77064'}",-73.77064,0,0,0,0,1,0,1,0,Sedan,11434.0
BROOKLYN,4364279,Glare,2020-11-04T00:00:00.000,2020-12-14 15:16:00,40.655846,"{'latitude': '40.655846', 'longitude': '-73.94316'}",-73.94316,0,0,0,0,1,0,1,0,Station Wagon/Sport Utility Vehicle,11203.0
BROOKLYN,4368785,Unspecified,2020-11-18T00:00:00.000,2020-12-14 11:56:00,40.63948,"{'latitude': '40.63948', 'longitude': '-74.016174'}",-74.016174,0,0,0,0,0,0,0,0,Sedan,11220.0
BRONX,4369942,Failure to Yield Right-of-Way,2020-11-22T00:00:00.000,2020-12-14 14:50:00,40.850853,"{'latitude': '40.850853', 'longitude': '-73.89393'}",-73.89393,0,0,0,0,0,0,0,0,Sedan,10457.0
BROOKLYN,4373237,Driver Inattention/Distraction,2020-12-05T00:00:00.000,2020-12-14 04:00:00,40.596233,"{'latitude': '40.596233', 'longitude': '-73.938194'}",-73.938194,0,0,0,0,0,0,0,0,Sedan,11229.0
BRONX,4371487,Aggressive Driving/Road Rage,2020-11-27T00:00:00.000,2020-12-14 20:00:00,40.881264,"{'latitude': '40.881264', 'longitude': '-73.83875'}",-73.83875,0,0,0,0,0,0,0,0,Sedan,10466.0
QUEENS,4364617,Brakes Defective,2020-11-05T00:00:00.000,2020-12-14 15:10:00,40.721592,"{'latitude': '40.721592', 'longitude': '-73.777084'}",-73.777084,0,0,0,0,0,0,0,0,Bus,11432.0
QUEENS,4365862,Unspecified,2020-11-09T00:00:00.000,2020-12-14 09:45:00,40.715454,"{'latitude': '40.715454', 'longitude': '-73.731'}",-73.731,0,0,0,0,0,0,0,0,Sedan,11429.0
BROOKLYN,4365203,Unspecified,2020-11-01T00:00:00.000,2020-12-14 15:30:00,40.644405,"{'latitude': '40.644405', 'longitude': '-73.964096'}",-73.964096,0,0,1,0,0,0,1,0,Station Wagon/Sport Utility Vehicle,11226.0
BRONX,4371471,Animals Action,2020-11-25T00:00:00.000,2020-12-14 05:30:00,40.885883,"{'latitude': '40.885883', 'longitude': '-73.82282'}",-73.82282,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,10475.0
QUEENS,4370637,Driver Inattention/Distraction,2020-11-24T00:00:00.000,2020-12-14 18:20:00,40.743923,"{'latitude': '40.743923', 'longitude': '-73.85733'}",-73.85733,0,0,3,0,0,0,3,0,Station Wagon/Sport Utility Vehicle,11368.0
BROOKLYN,4364065,Unsafe Speed,2020-11-03T00:00:00.000,2020-12-14 13:48:00,40.71393,"{'latitude': '40.71393', 'longitude': '-73.940056'}",-73.940056,0,0,0,0,0,0,0,0,Sedan,11211.0
BROOKLYN,4374090,Driver Inattention/Distraction,2020-12-07T00:00:00.000,2020-12-14 16:09:00,40.638428,"{'latitude': '40.638428', 'longitude': '-73.951164'}",-73.951164,0,0,1,0,0,0,1,0,Sedan,11210.0
QUEENS,4373738,Driver Inattention/Distraction,2020-12-06T00:00:00.000,2020-12-14 21:25:00,40.744934,"{'latitude': '40.744934', 'longitude': '-73.86792'}",-73.86792,1,0,0,0,0,0,1,0,Taxi,11368.0
BROOKLYN,4370643,Driver Inattention/Distraction,2020-11-23T00:00:00.000,2020-12-14 17:30:00,40.64906,"{'latitude': '40.64906', 'longitude': '-73.91326'}",-73.91326,0,0,1,0,0,0,1,0,Station Wagon/Sport Utility Vehicle,11236.0
QUEENS,4363724,Turning Improperly,2020-11-02T00:00:00.000,2020-12-14 19:30:00,40.721214,"{'latitude': '40.721214', 'longitude': '-73.74536'}",-73.74536,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11428.0
MANHATTAN,4367133,Reaction to Uninvolved Vehicle,2020-11-09T00:00:00.000,2020-12-14 06:00:00,40.79162,"{'latitude': '40.79162', 'longitude': '-73.94885'}",-73.94885,0,0,0,0,0,0,0,0,Sedan,10029.0
BRONX,4373882,View Obstructed/Limited,2020-11-29T00:00:00.000,2020-12-14 20:08:00,40.885098,"{'latitude': '40.885098', 'longitude': '-73.90066'}",-73.90066,0,0,0,0,1,0,1,0,Sedan,10463.0
BROOKLYN,4366489,Turning Improperly,2020-11-10T00:00:00.000,2020-12-14 15:10:00,40.66059,"{'latitude': '40.66059', 'longitude': '-73.931335'}",-73.931335,0,0,1,0,0,0,1,0,Motorbike,11203.0
QUEENS,4365544,Driver Inattention/Distraction,2020-11-08T00:00:00.000,2020-12-14 18:30:00,40.759884,"{'latitude': '40.759884', 'longitude': '-73.9368'}",-73.9368,0,0,1,0,0,0,1,0,Sedan,11106.0
BROOKLYN,4363982,Unspecified,2020-11-03T00:00:00.000,2020-12-14 16:09:00,40.608494,"{'latitude': '40.608494', 'longitude': '-73.97593'}",-73.97593,0,0,2,0,0,0,2,0,Sedan,11204.0
BRONX,4358794,Traffic Control Disregarded,2020-10-18T00:00:00.000,2020-12-14 03:21:00,40.87789,"{'latitude': '40.87789', 'longitude': '-73.85093'}",-73.85093,0,0,1,0,0,0,1,0,Station Wagon/Sport Utility Vehicle,10469.0
QUEENS,4372498,Oversized Vehicle,2020-12-01T00:00:00.000,2020-12-14 18:50:00,40.600536,"{'latitude': '40.600536', 'longitude': '-73.74713'}",-73.74713,0,0,0,0,0,0,0,0,Ambulance,11691.0
BROOKLYN,4364331,Unspecified,2020-11-04T00:00:00.000,2020-12-14 10:10:00,40.620293,"{'latitude': '40.620293', 'longitude': '-73.99374'}",-73.99374,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11204.0
BROOKLYN,4373347,Turning Improperly,2020-12-05T00:00:00.000,2020-12-14 23:40:00,40.683952,"{'latitude': '40.683952', 'longitude': '-73.96498'}",-73.96498,0,0,0,0,0,0,0,0,Taxi,11238.0
BRONX,4358577,Unspecified,2020-10-17T00:00:00.000,2020-12-14 21:50:00,40.82565,"{'latitude': '40.82565', 'longitude': '-73.90478'}",-73.90478,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,10456.0
BRONX,4370723,Unsafe Speed,2020-11-24T00:00:00.000,2020-12-14 13:20:00,40.878365,"{'latitude': '40.878365', 'longitude': '-73.83935'}",-73.83935,0,0,0,0,0,0,0,0,Sedan,10469.0
QUEENS,4369715,Driver Inexperience,2020-11-13T00:00:00.000,2020-12-14 17:30:00,40.72616,"{'latitude': '40.72616', 'longitude': '-73.90012'}",-73.90012,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11378.0
QUEENS,4359730,Unspecified,2020-10-20T00:00:00.000,2020-12-14 18:57:00,40.76201,"{'latitude': '40.76201', 'longitude': '-73.91655'}",-73.91655,0,0,0,0,0,0,0,0,Pick-up Truck,11103.0
BROOKLYN,4373376,Unspecified,2020-12-03T00:00:00.000,2020-12-14 11:00:00,40.575207,"{'latitude': '40.575207', 'longitude': '-73.97581'}",-73.97581,0,0,0,0,0,0,0,0,Sedan,11224.0
BROOKLYN,4371960,Oversized Vehicle,2020-11-23T00:00:00.000,2020-12-14 11:36:00,40.684937,"{'latitude': '40.684937', 'longitude': '-73.91014'}",-73.91014,1,0,0,0,0,0,1,0,PK,11207.0
BRONX,4365414,Driver Inattention/Distraction,2020-11-07T00:00:00.000,2020-12-14 16:35:00,40.84343,"{'latitude': '40.84343', 'longitude': '-73.88254'}",-73.88254,0,0,1,0,0,0,1,0,Station Wagon/Sport Utility Vehicle,10460.0
QUEENS,4361800,Unsafe Speed,2020-10-27T00:00:00.000,2020-12-14 18:20:00,40.730957,"{'latitude': '40.730957', 'longitude': '-73.85626'}",-73.85626,0,0,0,0,1,0,1,0,,11374.0
QUEENS,4360590,Driver Inattention/Distraction,2020-10-24T00:00:00.000,2020-12-14 04:20:00,40.70417,"{'latitude': '40.70417', 'longitude': '-73.81538'}",-73.81538,0,0,0,0,0,0,0,0,Sedan,11435.0
MANHATTAN,4361815,Outside Car Distraction,2020-10-26T00:00:00.000,2020-12-14 17:54:00,40.74811,"{'latitude': '40.74811', 'longitude': '-74.00124'}",-74.00124,0,0,0,0,0,0,0,0,Taxi,10001.0
BROOKLYN,4372429,Traffic Control Disregarded,2020-11-24T00:00:00.000,2020-12-14 09:43:00,40.665375,"{'latitude': '40.665375', 'longitude': '-73.934235'}",-73.934235,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11213.0
BRONX,4367935,Other Vehicular,2020-11-14T00:00:00.000,2020-12-14 12:34:00,40.852573,"{'latitude': '40.852573', 'longitude': '-73.893684'}",-73.893684,0,0,0,0,0,0,0,0,Sedan,10457.0
QUEENS,4362552,Driver Inattention/Distraction,2020-10-29T00:00:00.000,2020-12-14 14:45:00,40.6968,"{'latitude': '40.6968', 'longitude': '-73.7465'}",-73.7465,0,0,0,0,0,0,0,0,Sedan,11411.0
BROOKLYN,4369854,Unspecified,2020-11-17T00:00:00.000,2020-12-14 16:50:00,40.629986,"{'latitude': '40.629986', 'longitude': '-73.99737'}",-73.99737,0,0,0,0,0,0,0,0,Sedan,11219.0
BROOKLYN,4371551,Unspecified,2020-11-28T00:00:00.000,2020-12-14 14:30:00,40.649185,"{'latitude': '40.649185', 'longitude': '-73.95287'}",-73.95287,0,0,0,0,0,0,0,0,Sedan,11226.0
BROOKLYN,4374955,Alcohol Involvement,2020-12-06T00:00:00.000,2020-12-14 13:20:00,40.701378,"{'latitude': '40.701378', 'longitude': '-73.9835'}",-73.9835,0,0,0,0,0,0,0,0,Sedan,11201.0
BROOKLYN,4366469,Driver Inattention/Distraction,2020-11-10T00:00:00.000,2020-12-14 08:27:00,40.66917,"{'latitude': '40.66917', 'longitude': '-73.98631'}",-73.98631,2,0,0,0,0,0,2,0,Sedan,11215.0
BRONX,4372556,Unspecified,2020-12-01T00:00:00.000,2020-12-14 15:37:00,40.826855,"{'latitude': '40.826855', 'longitude': '-73.922676'}",-73.922676,0,0,0,0,0,0,0,0,Sedan,10451.0
MANHATTAN,4371610,Alcohol Involvement,2020-11-29T00:00:00.000,2020-12-14 02:37:00,40.837284,"{'latitude': '40.837284', 'longitude': '-73.9468'}",-73.9468,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,10032.0
BROOKLYN,4371778,Unspecified,2020-11-29T00:00:00.000,2020-12-14 22:20:00,40.671165,"{'latitude': '40.671165', 'longitude': '-73.895676'}",-73.895676,0,0,0,0,0,0,0,0,Ambulance,11207.0
QUEENS,4370323,Following Too Closely,2020-11-23T00:00:00.000,2020-12-14 16:51:00,40.66612,"{'latitude': '40.66612', 'longitude': '-73.82225'}",-73.82225,0,0,0,0,0,0,0,0,Sedan,11420.0
BROOKLYN,4363345,Unsafe Lane Changing,2020-10-31T00:00:00.000,2020-12-14 10:00:00,40.58655,"{'latitude': '40.58655', 'longitude': '-73.96617'}",-73.96617,0,0,0,0,0,0,0,0,Sedan,11235.0
MANHATTAN,4360718,Driver Inattention/Distraction,2020-10-21T00:00:00.000,2020-12-14 14:30:00,40.727425,"{'latitude': '40.727425', 'longitude': '-73.976425'}",-73.976425,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,10009.0
BRONX,4368935,Unspecified,2020-11-06T00:00:00.000,2020-12-14 12:40:00,40.885757,"{'latitude': '40.885757', 'longitude': '-73.82837'}",-73.82837,0,0,0,0,1,0,1,0,Station Wagon/Sport Utility Vehicle,10475.0
MANHATTAN,4374406,Driver Inattention/Distraction,2020-12-04T00:00:00.000,2020-12-14 17:30:00,40.763733,"{'latitude': '40.763733', 'longitude': '-73.962074'}",-73.962074,0,0,0,0,0,0,0,0,PK,10065.0
BROOKLYN,4361723,Traffic Control Disregarded,2020-10-26T00:00:00.000,2020-12-14 14:20:00,40.673252,"{'latitude': '40.673252', 'longitude': '-73.87773'}",-73.87773,0,0,0,0,0,0,0,0,Sedan,11208.0
BROOKLYN,4366262,Unspecified,2020-11-09T00:00:00.000,2020-12-14 23:00:00,40.676758,"{'latitude': '40.676758', 'longitude': '-73.917404'}",-73.917404,0,0,0,0,0,0,0,0,Sedan,11233.0
BROOKLYN,4371901,Unspecified,2020-11-19T00:00:00.000,2020-12-14 21:45:00,40.62135,"{'latitude': '40.62135', 'longitude': '-73.91747'}",-73.91747,0,0,1,0,0,0,1,0,Sedan,11234.0
BROOKLYN,4360910,Unspecified,2020-10-25T00:00:00.000,2020-12-14 13:18:00,40.68728,"{'latitude': '40.68728', 'longitude': '-73.97979'}",-73.97979,0,0,1,0,0,0,1,0,Station Wagon/Sport Utility Vehicle,11217.0
MANHATTAN,4368021,Failure to Yield Right-of-Way,2020-11-15T00:00:00.000,2020-12-14 12:45:00,40.754677,"{'latitude': '40.754677', 'longitude': '-73.975815'}",-73.975815,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,10169.0
QUEENS,4371137,Unspecified,2020-11-23T00:00:00.000,2020-12-14 19:40:00,40.713226,"{'latitude': '40.713226', 'longitude': '-73.82343'}",-73.82343,0,0,0,0,1,0,1,0,Sedan,11435.0
BROOKLYN,4368001,Unspecified,2020-11-16T00:00:00.000,2020-12-14 06:00:00,40.684395,"{'latitude': '40.684395', 'longitude': '-73.97835'}",-73.97835,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11217.0
BROOKLYN,4367301,Unspecified,2020-11-13T00:00:00.000,2020-12-14 16:12:00,40.635098,"{'latitude': '40.635098', 'longitude': '-73.917915'}",-73.917915,0,0,0,0,0,0,0,0,Sedan,11236.0
BROOKLYN,4373929,Other Vehicular,2020-12-07T00:00:00.000,2020-12-14 00:40:00,40.66999,"{'latitude': '40.66999', 'longitude': '-73.85912'}",-73.85912,0,0,0,0,0,0,0,0,Sedan,11208.0
MANHATTAN,4360687,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,2020-10-24T00:00:00.000,2020-12-14 19:02:00,40.760162,"{'latitude': '40.760162', 'longitude': '-73.9633'}",-73.9633,0,0,0,0,0,0,0,0,Sedan,10022.0
MANHATTAN,4368638,Driver Inattention/Distraction,2020-11-16T00:00:00.000,2020-12-14 18:50:00,40.782463,"{'latitude': '40.782463', 'longitude': '-73.97883'}",-73.97883,0,0,0,0,0,0,0,0,Sedan,10024.0
QUEENS,4362030,Driver Inattention/Distraction,2020-10-28T00:00:00.000,2020-12-14 00:10:00,40.686783,"{'latitude': '40.686783', 'longitude': '-73.859985'}",-73.859985,0,0,0,0,0,0,0,0,Sedan,11421.0
QUEENS,4373423,Passing or Lane Usage Improper,2020-12-05T00:00:00.000,2020-12-14 09:30:00,40.78331,"{'latitude': '40.78331', 'longitude': '-73.91879'}",-73.91879,0,0,0,0,0,0,0,0,Sedan,11105.0
BRONX,4370122,Other Vehicular,2020-11-14T00:00:00.000,2020-12-14 20:06:00,40.861862,"{'latitude': '40.861862', 'longitude': '-73.91282'}",-73.91282,0,0,0,0,0,0,0,0,Sedan,10453.0
QUEENS,4365006,Glare,2020-11-05T00:00:00.000,2020-12-14 07:38:00,40.777756,"{'latitude': '40.777756', 'longitude': '-73.89871'}",-73.89871,0,0,1,0,0,0,1,0,Concrete Mixer,11105.0
BRONX,4374483,Fatigued/Drowsy,2020-12-08T00:00:00.000,2020-12-14 00:00:00,40.847763,"{'latitude': '40.847763', 'longitude': '-73.836'}",-73.836,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,10461.0
QUEENS,4362628,Driver Inattention/Distraction,2020-10-29T00:00:00.000,2020-12-14 22:00:00,40.685665,"{'latitude': '40.685665', 'longitude': '-73.85254'}",-73.85254,0,0,0,0,0,0,0,0,Sedan,11416.0
QUEENS,4367611,Driver Inattention/Distraction,2020-11-13T00:00:00.000,2020-12-14 17:08:00,40.768032,"{'latitude': '40.768032', 'longitude': '-73.9275'}",-73.9275,1,0,0,0,0,0,1,0,Station Wagon/Sport Utility Vehicle,11102.0
MANHATTAN,4359478,Unspecified,2020-10-20T00:00:00.000,2020-12-14 09:07:00,40.78791,"{'latitude': '40.78791', 'longitude': '-73.95579'}",-73.95579,0,0,0,0,0,0,0,0,Sedan,10128.0
QUEENS,4367459,Unspecified,2020-11-13T00:00:00.000,2020-12-14 23:55:00,40.754856,"{'latitude': '40.754856', 'longitude': '-73.88524'}",-73.88524,1,0,0,0,0,0,1,0,E-Bike,11372.0
MANHATTAN,4365387,Fatigued/Drowsy,2020-11-08T00:00:00.000,2020-12-14 07:42:00,40.79436,"{'latitude': '40.79436', 'longitude': '-73.973885'}",-73.973885,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,10025.0
MANHATTAN,4365156,Passing Too Closely,2020-11-02T00:00:00.000,2020-12-14 13:00:00,40.72446,"{'latitude': '40.72446', 'longitude': '-74.00658'}",-74.00658,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,10013.0
MANHATTAN,4365160,Unspecified,2020-11-04T00:00:00.000,2020-12-14 19:53:00,40.811005,"{'latitude': '40.811005', 'longitude': '-73.950584'}",-73.950584,0,0,0,0,0,0,0,0,Sedan,10027.0
BROOKLYN,4369606,Unspecified,2020-11-16T00:00:00.000,2020-12-14 22:00:00,40.69673,"{'latitude': '40.69673', 'longitude': '-73.93735'}",-73.93735,0,0,0,0,0,0,0,0,Sedan,11206.0
QUEENS,4358110,Traffic Control Disregarded,2020-10-15T00:00:00.000,2020-12-14 19:27:00,40.70618,"{'latitude': '40.70618', 'longitude': '-73.786064'}",-73.786064,0,0,0,0,0,0,0,0,Sedan,11433.0
BROOKLYN,4365404,Unspecified,2020-11-08T00:00:00.000,2020-12-14 14:25:00,40.617794,"{'latitude': '40.617794', 'longitude': '-73.96'}",-73.96,0,0,0,0,0,0,0,0,Sedan,11230.0
QUEENS,4372147,Unspecified,2020-11-29T00:00:00.000,2020-12-14 12:10:00,40.758812,"{'latitude': '40.758812', 'longitude': '-73.92545'}",-73.92545,0,0,0,0,0,0,0,0,Sedan,11106.0
BROOKLYN,4363041,Unspecified,2020-10-30T00:00:00.000,2020-12-14 12:10:00,40.667923,"{'latitude': '40.667923', 'longitude': '-73.861465'}",-73.861465,0,0,0,0,0,0,0,0,Sedan,11208.0
BROOKLYN,4366863,Unspecified,2020-11-08T00:00:00.000,2020-12-14 07:01:00,40.643433,"{'latitude': '40.643433', 'longitude': '-73.92369'}",-73.92369,0,0,0,0,0,0,0,0,Sedan,11203.0
MANHATTAN,4362646,Other Vehicular,2020-10-30T00:00:00.000,2020-12-14 08:33:00,40.794735,"{'latitude': '40.794735', 'longitude': '-73.96988'}",-73.96988,0,0,0,0,0,0,0,0,Sedan,10025.0
MANHATTAN,4364548,Driver Inattention/Distraction,2020-11-04T00:00:00.000,2020-12-14 03:00:00,40.745525,"{'latitude': '40.745525', 'longitude': '-73.98928'}",-73.98928,0,0,0,0,0,0,0,0,Sedan,10001.0
QUEENS,4359306,Passing Too Closely,2020-10-19T00:00:00.000,2020-12-14 15:32:00,40.72725,"{'latitude': '40.72725', 'longitude': '-73.86157'}",-73.86157,0,0,0,0,0,0,0,0,FDNY EMS,11374.0
QUEENS,4358513,Driver Inexperience,2020-10-16T00:00:00.000,2020-12-14 20:49:00,40.74433,"{'latitude': '40.74433', 'longitude': '-73.86994'}",-73.86994,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11373.0
QUEENS,4367759,Driver Inattention/Distraction,2020-11-15T00:00:00.000,2020-12-14 19:50:00,40.73251,"{'latitude': '40.73251', 'longitude': '-73.86827'}",-73.86827,1,0,0,0,0,0,1,0,Sedan,11374.0
STATEN ISLAND,4366154,Unspecified,2020-11-08T00:00:00.000,2020-12-14 17:32:00,40.640263,"{'latitude': '40.640263', 'longitude': '-74.08799'}",-74.08799,0,0,0,0,0,0,0,0,Sedan,10301.0
QUEENS,4358484,Other Vehicular,2020-10-17T00:00:00.000,2020-12-14 16:00:00,40.759827,"{'latitude': '40.759827', 'longitude': '-73.801254'}",-73.801254,0,0,0,0,0,0,0,0,Sedan,11358.0
QUEENS,4362961,Driver Inattention/Distraction,2020-10-31T00:00:00.000,2020-12-14 11:35:00,40.66956,"{'latitude': '40.66956', 'longitude': '-73.846344'}",-73.846344,0,0,1,0,0,0,1,0,Taxi,11414.0
MANHATTAN,4362653,Following Too Closely,2020-10-30T00:00:00.000,2020-12-14 15:30:00,40.717186,"{'latitude': '40.717186', 'longitude': '-74.0129'}",-74.0129,0,0,1,0,0,0,1,0,Sedan,10007.0
QUEENS,4370575,Unspecified,2020-11-19T00:00:00.000,2020-12-14 10:45:00,40.77421,"{'latitude': '40.77421', 'longitude': '-73.93182'}",-73.93182,0,0,1,0,0,0,1,0,Station Wagon/Sport Utility Vehicle,11102.0
BRONX,4361719,Failure to Yield Right-of-Way,2020-10-26T00:00:00.000,2020-12-14 13:40:00,40.8883,"{'latitude': '40.8883', 'longitude': '-73.85682'}",-73.85682,0,0,0,0,1,0,1,0,,10466.0
BROOKLYN,4363605,Passing or Lane Usage Improper,2020-10-30T00:00:00.000,2020-12-14 15:10:00,40.68789,"{'latitude': '40.68789', 'longitude': '-73.90724'}",-73.90724,0,0,0,0,0,0,0,0,Sedan,11207.0
