Borough,Collision ID,Contributing Factor 1,Crash Date,Crash Time,Latitude,Location,Longitude,Number of Cyclists Injured,Number of Cyclists Killed,Number of Motorists Injured,Number of Motorists Killed,Number of Pedestrians Injured,number_of_pedestrians_killed,Number of Persons Killed,Number of Persons Killed,Vehicle 1 Code,Zip Code
MANHATTAN,4370167,Following Too Closely,2020-11-20T00:00:00.000,2020-12-14 12:52:00,40.741077,"{'latitude': '40.741077', 'longitude': '-74.001564'}",-74.001564,0,0,0,0,0,0,0,0,Sedan,10011.0
MANHATTAN,4361822,Driver Inattention/Distraction,2020-10-27T00:00:00.000,2020-12-14 19:50:00,40.827103,"{'latitude': '40.827103', 'longitude': '-73.94997'}",-73.94997,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,10031.0
BROOKLYN,4358364,Other Vehicular,2020-10-16T00:00:00.000,2020-12-14 05:43:00,40.689743,"{'latitude': '40.689743', 'longitude': '-73.96563'}",-73.96563,0,0,0,0,0,0,0,0,Sedan,11205.0
BROOKLYN,4367428,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,2020-11-13T00:00:00.000,2020-12-14 22:00:00,40.678867,"{'latitude': '40.678867', 'longitude': '-73.90823'}",-73.90823,0,1,0,0,0,0,0,1,E-Scooter,11233.0
QUEENS,4367151,Traffic Control Disregarded,2020-11-12T00:00:00.000,2020-12-14 22:30:00,40.761982,"{'latitude': '40.761982', 'longitude': '-73.87896'}",-73.87896,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11369.0
QUEENS,4369060,Unspecified,2020-11-20T00:00:00.000,2020-12-14 01:18:00,40.66448,"{'latitude': '40.66448', 'longitude': '-73.73943'}",-73.73943,0,0,1,0,0,0,1,0,Sedan,11422.0
MANHATTAN,4359560,Failure to Yield Right-of-Way,2020-10-19T00:00:00.000,2020-12-14 21:48:00,40.848938,"{'latitude': '40.848938', 'longitude': '-73.93708'}",-73.93708,1,0,0,0,0,0,1,0,Station Wagon/Sport Utility Vehicle,10033.0
BROOKLYN,4365215,Aggressive Driving/Road Rage,2020-11-07T00:00:00.000,2020-12-14 15:21:00,40.61293,"{'latitude': '40.61293', 'longitude': '-73.95397'}",-73.95397,0,0,1,0,0,0,1,0,Sedan,11230.0
BROOKLYN,4365316,Reaction to Uninvolved Vehicle,2020-11-06T00:00:00.000,2020-12-14 13:22:00,40.642315,"{'latitude': '40.642315', 'longitude': '-73.92645'}",-73.92645,0,0,0,0,0,0,0,0,Sedan,11203.0
MANHATTAN,4365509,Reaction to Uninvolved Vehicle,2020-11-07T00:00:00.000,2020-12-14 19:10:00,40.78383,"{'latitude': '40.78383', 'longitude': '-73.97783'}",-73.97783,0,0,0,0,0,0,0,0,Bus,10024.0
BROOKLYN,4366477,Driver Inattention/Distraction,2020-11-11T00:00:00.000,2020-12-14 00:35:00,40.683506,"{'latitude': '40.683506', 'longitude': '-73.97594'}",-73.97594,0,0,1,0,0,0,1,0,Sedan,11217.0
BROOKLYN,4373465,Unspecified,2020-11-16T00:00:00.000,2020-12-14 19:30:00,40.664375,"{'latitude': '40.664375', 'longitude': '-73.92376'}",-73.92376,0,0,0,0,1,0,1,0,Sedan,11212.0
QUEENS,4373778,Driver Inattention/Distraction,2020-12-03T00:00:00.000,2020-12-14 00:00:00,40.745815,"{'latitude': '40.745815', 'longitude': '-73.945656'}",-73.945656,0,0,0,0,0,0,0,0,Sedan,11101.0
BROOKLYN,4361507,Unspecified,2020-10-26T00:00:00.000,2020-12-14 16:50:00,40.663044,"{'latitude': '40.663044', 'longitude': '-73.90906'}",-73.90906,0,0,0,0,0,0,0,0,Sedan,11212.0
BROOKLYN,4361720,Unspecified,2020-10-27T00:00:00.000,2020-12-14 02:28:00,40.666595,"{'latitude': '40.666595', 'longitude': '-73.87176'}",-73.87176,0,0,1,0,0,0,1,0,Sedan,11208.0
BROOKLYN,4368827,Driver Inattention/Distraction,2020-11-17T00:00:00.000,2020-12-14 10:35:00,40.708546,"{'latitude': '40.708546', 'longitude': '-73.92287'}",-73.92287,0,0,0,0,0,0,0,0,Sedan,11237.0
QUEENS,4363225,Unspecified,2020-11-01T00:00:00.000,2020-12-14 19:30:00,40.66563,"{'latitude': '40.66563', 'longitude': '-73.73921'}",-73.73921,0,0,0,0,0,0,0,0,Sedan,11422.0
QUEENS,4361545,Driver Inattention/Distraction,2020-10-26T00:00:00.000,2020-12-14 05:25:00,40.733967,"{'latitude': '40.733967', 'longitude': '-73.87177'}",-73.87177,0,0,0,0,0,0,0,0,Dump,11373.0
MANHATTAN,4359753,Driver Inattention/Distraction,2020-10-19T00:00:00.000,2020-12-14 23:53:00,40.750156,"{'latitude': '40.750156', 'longitude': '-73.97699'}",-73.97699,0,0,0,0,0,0,0,0,Taxi,10016.0
BROOKLYN,4369011,Oversized Vehicle,2020-11-19T00:00:00.000,2020-12-14 17:25:00,40.701077,"{'latitude': '40.701077', 'longitude': '-73.94043'}",-73.94043,0,0,0,0,0,0,0,0,FLAT,11206.0
BROOKLYN,4368152,Unsafe Speed,2020-11-15T00:00:00.000,2020-12-14 09:15:00,40.697296,"{'latitude': '40.697296', 'longitude': '-73.92378'}",-73.92378,0,0,3,0,0,0,3,0,Taxi,11221.0
QUEENS,4374290,Driver Inattention/Distraction,2020-12-08T00:00:00.000,2020-12-14 16:15:00,40.69697,"{'latitude': '40.69697', 'longitude': '-73.79274'}",-73.79274,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11433.0
BROOKLYN,4358092,Following Too Closely,2020-10-15T00:00:00.000,2020-12-14 17:55:00,40.573708,"{'latitude': '40.573708', 'longitude': '-73.99072'}",-73.99072,0,0,3,0,0,0,3,0,Station Wagon/Sport Utility Vehicle,11224.0
BROOKLYN,4358613,Unspecified,2020-10-16T00:00:00.000,2020-12-14 11:10:00,40.63965,"{'latitude': '40.63965', 'longitude': '-73.967926'}",-73.967926,1,0,0,0,0,0,1,0,Convertible,11218.0
QUEENS,4366562,Passing or Lane Usage Improper,2020-11-10T00:00:00.000,2020-12-14 20:28:00,40.778538,"{'latitude': '40.778538', 'longitude': '-73.9093'}",-73.9093,1,0,0,0,0,0,1,0,Sedan,11105.0
BRONX,4361639,Passing Too Closely,2020-10-26T00:00:00.000,2020-12-14 16:23:00,40.86663,"{'latitude': '40.86663', 'longitude': '-73.88647'}",-73.88647,0,0,0,0,0,0,0,0,Sedan,10458.0
BRONX,4362251,Unsafe Speed,2020-10-29T00:00:00.000,2020-12-14 00:20:00,40.862717,"{'latitude': '40.862717', 'longitude': '-73.9023'}",-73.9023,0,0,0,0,0,0,0,0,Sedan,10468.0
QUEENS,4371934,Driver Inattention/Distraction,2020-11-30T00:00:00.000,2020-12-14 09:00:00,40.66564,"{'latitude': '40.66564', 'longitude': '-73.77896'}",-73.77896,0,0,0,0,0,0,0,0,Sedan,11434.0
QUEENS,4359284,Failure to Yield Right-of-Way,2020-10-18T00:00:00.000,2020-12-14 17:30:00,40.748924,"{'latitude': '40.748924', 'longitude': '-73.937386'}",-73.937386,0,0,2,0,0,0,2,0,Station Wagon/Sport Utility Vehicle,11101.0
BROOKLYN,4363806,Driver Inattention/Distraction,2020-11-03T00:00:00.000,2020-12-14 08:00:00,40.62075,"{'latitude': '40.62075', 'longitude': '-73.95738'}",-73.95738,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11230.0
MANHATTAN,4358807,Backing Unsafely,2020-10-17T00:00:00.000,2020-12-14 14:30:00,40.73934,"{'latitude': '40.73934', 'longitude': '-73.97849'}",-73.97849,0,0,0,0,0,0,0,0,Sedan,10010.0
BRONX,4362377,Unspecified,2020-10-29T00:00:00.000,2020-12-14 16:45:00,40.886894,"{'latitude': '40.886894', 'longitude': '-73.90704'}",-73.90704,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,10463.0
BROOKLYN,4372657,Driver Inexperience,2020-12-02T00:00:00.000,2020-12-14 11:12:00,40.681297,"{'latitude': '40.681297', 'longitude': '-73.93472'}",-73.93472,0,0,0,0,0,0,0,0,Sedan,11233.0
BROOKLYN,4369335,Backing Unsafely,2020-11-20T00:00:00.000,2020-12-14 21:40:00,40.667942,"{'latitude': '40.667942', 'longitude': '-73.99074'}",-73.99074,0,0,0,0,1,0,1,0,Station Wagon/Sport Utility Vehicle,11215.0
QUEENS,4366346,Failure to Yield Right-of-Way,2020-11-09T00:00:00.000,2020-12-14 18:09:00,40.753464,"{'latitude': '40.753464', 'longitude': '-73.79142'}",-73.79142,0,0,1,0,0,0,1,0,Station Wagon/Sport Utility Vehicle,11358.0
BROOKLYN,4373359,Unspecified,2020-12-04T00:00:00.000,2020-12-14 18:27:00,40.620914,"{'latitude': '40.620914', 'longitude': '-73.9753'}",-73.9753,1,0,0,0,0,0,1,0,Station Wagon/Sport Utility Vehicle,11204.0
BROOKLYN,4371605,Pavement Defective,2020-11-26T00:00:00.000,2020-12-14 21:45:00,40.69653,"{'latitude': '40.69653', 'longitude': '-73.939255'}",-73.939255,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11206.0
QUEENS,4358517,Failure to Yield Right-of-Way,2020-10-17T00:00:00.000,2020-12-14 21:05:00,40.67581,"{'latitude': '40.67581', 'longitude': '-73.739555'}",-73.739555,0,0,0,0,0,0,0,0,Sedan,11413.0
QUEENS,4364592,Unspecified,2020-11-05T00:00:00.000,2020-12-14 13:00:00,40.749905,"{'latitude': '40.749905', 'longitude': '-73.86247'}",-73.86247,0,0,0,0,1,0,1,0,Sedan,11368.0
MANHATTAN,4364965,Unsafe Lane Changing,2020-11-06T00:00:00.000,2020-12-14 11:00:00,40.74649,"{'latitude': '40.74649', 'longitude': '-74.001335'}",-74.001335,0,0,0,0,0,0,0,0,Sedan,10011.0
BROOKLYN,4359690,Backing Unsafely,2020-10-20T00:00:00.000,2020-12-14 11:30:00,40.713955,"{'latitude': '40.713955', 'longitude': '-73.95794'}",-73.95794,0,0,0,0,0,0,0,0,Sedan,11211.0
BROOKLYN,4361725,Unspecified,2020-10-27T00:00:00.000,2020-12-14 09:30:00,40.680664,"{'latitude': '40.680664', 'longitude': '-73.902626'}",-73.902626,0,0,0,0,0,0,0,0,Sedan,11207.0
BROOKLYN,4370876,Passing Too Closely,2020-11-22T00:00:00.000,2020-12-14 12:55:00,40.6821,"{'latitude': '40.6821', 'longitude': '-73.98065'}",-73.98065,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11217.0
QUEENS,4374042,Driver Inattention/Distraction,2020-12-07T00:00:00.000,2020-12-14 17:30:00,40.691395,"{'latitude': '40.691395', 'longitude': '-73.82093'}",-73.82093,0,0,0,0,0,0,0,0,Pick-up Truck,11419.0
MANHATTAN,4364138,Passing or Lane Usage Improper,2020-11-02T00:00:00.000,2020-12-14 01:26:00,40.846153,"{'latitude': '40.846153', 'longitude': '-73.932335'}",-73.932335,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,10033.0
BRONX,4372507,Driver Inattention/Distraction,2020-11-30T00:00:00.000,2020-12-14 06:00:00,40.855858,"{'latitude': '40.855858', 'longitude': '-73.91572'}",-73.91572,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,10453.0
BROOKLYN,4371726,Passing Too Closely,2020-11-29T00:00:00.000,2020-12-14 14:40:00,40.677944,"{'latitude': '40.677944', 'longitude': '-74.006805'}",-74.006805,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11231.0
QUEENS,4362803,Driver Inattention/Distraction,2020-10-31T00:00:00.000,2020-12-14 13:36:00,40.706596,"{'latitude': '40.706596', 'longitude': '-73.80216'}",-73.80216,1,0,0,0,0,0,1,0,Sedan,11432.0
BROOKLYN,4372515,Unspecified,2020-12-01T00:00:00.000,2020-12-14 16:00:00,40.67065,"{'latitude': '40.67065', 'longitude': '-73.86789'}",-73.86789,0,0,0,0,0,0,0,0,Sedan,11208.0
BROOKLYN,4370568,Turning Improperly,2020-11-24T00:00:00.000,2020-12-14 17:50:00,40.702686,"{'latitude': '40.702686', 'longitude': '-73.92084'}",-73.92084,1,0,0,0,0,0,1,0,Sedan,11237.0
BROOKLYN,4361957,Following Too Closely,2020-10-27T00:00:00.000,2020-12-14 22:53:00,40.634354,"{'latitude': '40.634354', 'longitude': '-73.94202'}",-73.94202,0,0,0,0,0,0,0,0,Sedan,11210.0
BRONX,4373618,Unspecified,2020-12-04T00:00:00.000,2020-12-14 22:00:00,40.82518,"{'latitude': '40.82518', 'longitude': '-73.88872'}",-73.88872,0,0,0,0,0,0,0,0,Sedan,10459.0
BROOKLYN,4363714,Following Too Closely,2020-11-01T00:00:00.000,2020-12-14 21:54:00,40.6104,"{'latitude': '40.6104', 'longitude': '-73.9586'}",-73.9586,1,0,0,0,0,0,1,0,Sedan,11229.0
MANHATTAN,4372103,Unsafe Speed,2020-11-30T00:00:00.000,2020-12-14 13:30:00,40.73988,"{'latitude': '40.73988', 'longitude': '-73.99872'}",-73.99872,0,0,0,0,0,0,0,0,Sedan,10011.0
QUEENS,4365043,Unsafe Speed,2020-11-06T00:00:00.000,2020-12-14 20:48:00,40.676323,"{'latitude': '40.676323', 'longitude': '-73.80198'}",-73.80198,0,0,1,0,0,0,1,0,Sedan,11436.0
BROOKLYN,4363269,Failure to Yield Right-of-Way,2020-11-01T00:00:00.000,2020-12-14 11:30:00,40.620296,"{'latitude': '40.620296', 'longitude': '-73.90674'}",-73.90674,0,0,0,0,0,0,0,0,Sedan,11234.0
BRONX,4371706,Unspecified,2020-11-23T00:00:00.000,2020-12-14 22:00:00,40.830544,"{'latitude': '40.830544', 'longitude': '-73.89535'}",-73.89535,0,0,0,0,0,0,0,0,Sedan,10459.0
STATEN ISLAND,4360383,Driver Inexperience,2020-10-22T00:00:00.000,2020-12-14 15:30:00,40.633858,"{'latitude': '40.633858', 'longitude': '-74.12596'}",-74.12596,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,10310.0
BRONX,4370512,Driver Inattention/Distraction,2020-11-24T00:00:00.000,2020-12-14 10:55:00,40.8474,"{'latitude': '40.8474', 'longitude': '-73.83118'}",-73.83118,0,0,1,0,0,0,1,0,Pick-up Truck,10461.0
BROOKLYN,4369524,Drugs (illegal),2020-11-20T00:00:00.000,2020-12-14 23:49:00,40.5825,"{'latitude': '40.5825', 'longitude': '-73.97313'}",-73.97313,0,0,0,0,0,0,0,0,Sedan,11224.0
BROOKLYN,4367053,Aggressive Driving/Road Rage,2020-11-11T00:00:00.000,2020-12-14 21:30:00,40.693275,"{'latitude': '40.693275', 'longitude': '-73.957794'}",-73.957794,0,0,1,0,0,0,1,0,Sedan,11205.0
BRONX,4365453,Unspecified,2020-11-06T00:00:00.000,2020-12-14 09:00:00,40.906666,"{'latitude': '40.906666', 'longitude': '-73.90286'}",-73.90286,0,0,0,0,0,0,0,0,Sedan,10471.0
STATEN ISLAND,4361898,Driver Inattention/Distraction,2020-10-27T00:00:00.000,2020-12-14 19:08:00,40.63817,"{'latitude': '40.63817', 'longitude': '-74.07814'}",-74.07814,0,0,0,0,0,0,0,0,Sedan,10301.0
QUEENS,4360963,Unspecified,2020-10-17T00:00:00.000,2020-12-14 13:42:00,40.698235,"{'latitude': '40.698235', 'longitude': '-73.890656'}",-73.890656,0,0,0,0,0,0,0,0,Sedan,11385.0
MANHATTAN,4363675,Passing or Lane Usage Improper,2020-11-02T00:00:00.000,2020-12-14 14:00:00,40.771393,"{'latitude': '40.771393', 'longitude': '-73.98216'}",-73.98216,0,0,0,0,0,0,0,0,Taxi,10023.0
MANHATTAN,4368778,Driver Inattention/Distraction,2020-11-18T00:00:00.000,2020-12-14 19:45:00,40.79647,"{'latitude': '40.79647', 'longitude': '-73.9612'}",-73.9612,1,0,0,0,0,0,1,0,Bike,10025.0
MANHATTAN,4372199,Passing Too Closely,2020-12-01T00:00:00.000,2020-12-14 00:01:00,40.716812,"{'latitude': '40.716812', 'longitude': '-73.97816'}",-73.97816,0,0,0,0,0,0,0,0,Sedan,10002.0
QUEENS,4358691,Driver Inattention/Distraction,2020-10-18T00:00:00.000,2020-12-14 10:20:00,40.715782,"{'latitude': '40.715782', 'longitude': '-73.74641'}",-73.74641,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11428.0
BRONX,4362737,Driver Inattention/Distraction,2020-10-31T00:00:00.000,2020-12-14 04:17:00,40.84518,"{'latitude': '40.84518', 'longitude': '-73.91417'}",-73.91417,0,0,0,0,0,0,0,0,Sedan,10452.0
BRONX,4362573,Passing Too Closely,2020-10-29T00:00:00.000,2020-12-14 11:45:00,40.87916,"{'latitude': '40.87916', 'longitude': '-73.87715'}",-73.87715,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,10467.0
BROOKLYN,4374228,Aggressive Driving/Road Rage,2020-12-07T00:00:00.000,2020-12-14 22:35:00,40.670895,"{'latitude': '40.670895', 'longitude': '-73.91405'}",-73.91405,0,0,1,0,0,0,1,0,Sedan,11233.0
BROOKLYN,4374334,Driver Inattention/Distraction,2020-12-08T00:00:00.000,2020-12-14 22:45:00,40.65777,"{'latitude': '40.65777', 'longitude': '-73.93962'}",-73.93962,0,0,2,0,0,0,2,0,Sedan,11203.0
QUEENS,4367906,Unspecified,2020-11-16T00:00:00.000,2020-12-14 01:20:00,40.781925,"{'latitude': '40.781925', 'longitude': '-73.91502'}",-73.91502,0,0,0,0,0,0,0,0,Sedan,11105.0
QUEENS,4367626,Driver Inattention/Distraction,2020-11-14T00:00:00.000,2020-12-14 22:10:00,40.753593,"{'latitude': '40.753593', 'longitude': '-73.92338'}",-73.92338,0,0,1,0,0,0,1,0,Sedan,11101.0
BROOKLYN,4365068,Driver Inattention/Distraction,2020-10-30T00:00:00.000,2020-12-14 11:40:00,40.625774,"{'latitude': '40.625774', 'longitude': '-73.936325'}",-73.936325,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11210.0
QUEENS,4367159,Traffic Control Disregarded,2020-11-13T00:00:00.000,2020-12-14 08:50:00,40.777737,"{'latitude': '40.777737', 'longitude': '-73.812485'}",-73.812485,0,0,1,0,0,0,1,0,Sedan,11357.0
BROOKLYN,4367661,Other Vehicular,2020-11-13T00:00:00.000,2020-12-14 15:14:00,40.649326,"{'latitude': '40.649326', 'longitude': '-73.87844'}",-73.87844,0,0,0,0,0,0,0,0,Sedan,11207.0
BROOKLYN,4361509,Obstruction/Debris,2020-10-26T00:00:00.000,2020-12-14 10:05:00,40.66812,"{'latitude': '40.66812', 'longitude': '-73.918144'}",-73.918144,0,0,0,0,0,0,0,0,Dump,11212.0
BROOKLYN,4365410,Driver Inattention/Distraction,2020-11-08T00:00:00.000,2020-12-14 14:25:00,40.676468,"{'latitude': '40.676468', 'longitude': '-73.91301'}",-73.91301,0,0,1,0,0,0,1,0,Sedan,11233.0
MANHATTAN,4363023,Failure to Yield Right-of-Way,2020-10-30T00:00:00.000,2020-12-14 13:54:00,40.745384,"{'latitude': '40.745384', 'longitude': '-73.99471'}",-73.99471,0,0,0,0,1,0,1,0,Sedan,10001.0
QUEENS,4373858,Driver Inattention/Distraction,2020-12-04T00:00:00.000,2020-12-14 22:30:00,40.76301,"{'latitude': '40.76301', 'longitude': '-73.87532'}",-73.87532,0,0,1,0,0,0,1,0,Sedan,11369.0
BROOKLYN,4361641,Unspecified,2020-10-26T00:00:00.000,2020-12-14 14:28:00,40.65362,"{'latitude': '40.65362', 'longitude': '-73.933525'}",-73.933525,0,0,0,0,0,0,0,0,Sedan,11203.0
STATEN ISLAND,4366594,Backing Unsafely,2020-11-10T00:00:00.000,2020-12-14 19:30:00,40.603165,"{'latitude': '40.603165', 'longitude': '-74.08536'}",-74.08536,0,0,0,0,0,0,0,0,Sedan,10304.0
BROOKLYN,4363430,Unspecified,2020-10-26T00:00:00.000,2020-12-14 16:00:00,40.641674,"{'latitude': '40.641674', 'longitude': '-74.00313'}",-74.00313,0,0,0,0,0,0,0,0,Sedan,11220.0
BROOKLYN,4358056,Driver Inexperience,2020-10-15T00:00:00.000,2020-12-14 11:55:00,40.605137,"{'latitude': '40.605137', 'longitude': '-74.01729'}",-74.01729,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11228.0
BROOKLYN,4369352,Following Too Closely,2020-11-20T00:00:00.000,2020-12-14 12:22:00,40.68876,"{'latitude': '40.68876', 'longitude': '-73.98085'}",-73.98085,0,0,0,0,1,0,1,0,E-Bike,11217.0
MANHATTAN,4373531,Passing or Lane Usage Improper,2020-12-06T00:00:00.000,2020-12-14 13:45:00,40.75457,"{'latitude': '40.75457', 'longitude': '-73.97169'}",-73.97169,0,0,0,0,0,0,0,0,Moped,10017.0
BROOKLYN,4366661,Driver Inattention/Distraction,2020-11-05T00:00:00.000,2020-12-14 21:45:00,40.686264,"{'latitude': '40.686264', 'longitude': '-73.9567'}",-73.9567,1,0,0,0,0,0,1,0,Bike,11238.0
BROOKLYN,4370226,Driver Inattention/Distraction,2020-11-23T00:00:00.000,2020-12-14 21:05:00,40.665634,"{'latitude': '40.665634', 'longitude': '-73.95512'}",-73.95512,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11225.0
QUEENS,4361577,Driver Inattention/Distraction,2020-10-25T00:00:00.000,2020-12-14 14:45:00,40.610104,"{'latitude': '40.610104', 'longitude': '-73.76369'}",-73.76369,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11691.0
BROOKLYN,4373635,Following Too Closely,2020-12-04T00:00:00.000,2020-12-14 19:55:00,40.708965,"{'latitude': '40.708965', 'longitude': '-73.924736'}",-73.924736,0,0,0,0,0,0,0,0,Sedan,11237.0
BRONX,4371648,Driver Inattention/Distraction,2020-11-29T00:00:00.000,2020-12-14 10:20:00,40.848312,"{'latitude': '40.848312', 'longitude': '-73.89735'}",-73.89735,0,0,0,0,0,0,0,0,Sedan,10457.0
QUEENS,4371411,Driver Inattention/Distraction,2020-11-29T00:00:00.000,2020-12-14 03:56:00,40.76548,"{'latitude': '40.76548', 'longitude': '-73.913704'}",-73.913704,0,0,3,0,0,0,3,0,Sedan,11103.0
BROOKLYN,4373946,Unspecified,2020-12-06T00:00:00.000,2020-12-14 18:10:00,40.658577,"{'latitude': '40.658577', 'longitude': '-73.89063'}",-73.89063,0,0,1,0,0,0,1,0,Station Wagon/Sport Utility Vehicle,11207.0
QUEENS,4373870,Driver Inattention/Distraction,2020-12-05T00:00:00.000,2020-12-14 14:30:00,40.761772,"{'latitude': '40.761772', 'longitude': '-73.868004'}",-73.868004,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11369.0
QUEENS,4369402,Unspecified,2020-11-21T00:00:00.000,2020-12-14 11:00:00,40.680115,"{'latitude': '40.680115', 'longitude': '-73.75324'}",-73.75324,0,0,0,0,0,0,0,0,Sedan,11413.0
BRONX,4371889,Unspecified,2020-11-14T00:00:00.000,2020-12-14 21:32:00,40.86553,"{'latitude': '40.86553', 'longitude': '-73.88703'}",-73.88703,0,0,0,0,0,0,0,0,Taxi,10458.0
BROOKLYN,4370914,Failure to Yield Right-of-Way,2020-11-26T00:00:00.000,2020-12-14 12:08:00,40.714825,"{'latitude': '40.714825', 'longitude': '-73.95882'}",-73.95882,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11211.0
BRONX,4366401,Unspecified,2020-11-10T00:00:00.000,2020-12-14 20:32:00,40.8403,"{'latitude': '40.8403', 'longitude': '-73.9007'}",-73.9007,0,0,0,0,0,0,0,0,Box Truck,10457.0
BROOKLYN,4365219,Unspecified,2020-11-07T00:00:00.000,2020-12-14 21:48:00,40.65177,"{'latitude': '40.65177', 'longitude': '-73.95597'}",-73.95597,0,0,1,0,0,0,1,0,Station Wagon/Sport Utility Vehicle,11226.0
BROOKLYN,4359288,Driver Inattention/Distraction,2020-10-19T00:00:00.000,2020-12-14 18:59:00,40.66997,"{'latitude': '40.66997', 'longitude': '-73.93512'}",-73.93512,0,0,1,0,0,0,1,0,Sedan,11213.0
QUEENS,4364694,Turning Improperly,2020-11-05T00:00:00.000,2020-12-14 19:00:00,40.66705,"{'latitude': '40.66705', 'longitude': '-73.80945'}",-73.80945,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11420.0
BROOKLYN,4360698,Unspecified,2020-10-18T00:00:00.000,2020-12-14 15:02:00,40.631313,"{'latitude': '40.631313', 'longitude': '-73.999565'}",-73.999565,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11219.0
BROOKLYN,4372764,Unspecified,2020-12-01T00:00:00.000,2020-12-14 20:23:00,40.696983,"{'latitude': '40.696983', 'longitude': '-73.935234'}",-73.935234,0,0,0,0,0,0,0,0,Sedan,11206.0
MANHATTAN,4373649,Passing Too Closely,2020-12-04T00:00:00.000,2020-12-14 13:25:00,40.782482,"{'latitude': '40.782482', 'longitude': '-73.98479'}",-73.98479,0,0,0,0,0,0,0,0,Sedan,10023.0
BROOKLYN,4372729,Unspecified,2020-11-30T00:00:00.000,2020-12-14 21:25:00,40.669476,"{'latitude': '40.669476', 'longitude': '-73.919975'}",-73.919975,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,11233.0
BROOKLYN,4361424,Unsafe Speed,2020-10-24T00:00:00.000,2020-12-14 16:00:00,40.667507,"{'latitude': '40.667507', 'longitude': '-73.88007'}",-73.88007,0,0,0,0,0,0,0,0,Sedan,11208.0
MANHATTAN,4359129,Unspecified,2020-10-18T00:00:00.000,2020-12-14 16:20:00,40.769592,"{'latitude': '40.769592', 'longitude': '-73.98823'}",-73.98823,0,0,0,0,0,0,0,0,Station Wagon/Sport Utility Vehicle,10019.0
